GEO_ID,NAME,S1501_C01_001E,S1501_C01_002E,S1501_C01_003E,S1501_C01_004E,S1501_C01_005E,S1501_C01_006E,S1501_C01_007E,S1501_C01_008E,S1501_C01_009E,S1501_C01_010E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S1501_C01_014E,S1501_C01_015E,S1501_C01_016E,S1501_C01_017E,S1501_C01_018E,S1501_C01_019E,S1501_C01_020E,S1501_C01_021E,S1501_C01_022E,S1501_C01_023E,S1501_C01_024E,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,college_educated
Geography,Geographic Area Name,Population 18 to 24 years,Population 18 to 24 years!!Less than high school graduate,Population 18 to 24 years!!High school graduate (includes equivalency),Population 18 to 24 years!!Some college or associate's degree,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 years and over,Population 25 years and over!!Less than 9th grade,"Population 25 years and over!!9th to 12th grade, no diploma",Population 25 years and over!!High school graduate (includes equivalency),"Population 25 years and over!!Some college, no degree",Population 25 years and over!!Associate's degree,Population 25 years and over!!Bachelor's degree,Population 25 years and over!!Graduate or professional degree,Population 25 years and over!!High school graduate or higher,Population 25 years and over!!Bachelor's degree or higher,Population 25 to 34 years,Population 25 to 34 years!!High school graduate or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years,Population 35 to 44 years!!High school graduate or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years,Population 45 to 64 years!!High school graduate or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over,Population 65 years and over!!High school graduate or higher,Population 65 years and over!!Bachelor's degree or higher,Total-CollegeEducated
0500000US05015,"Carroll County, Arkansas",1893,525,759,457,152,20343,1808,1447,7078,3953,1761,2928,1368,17088,4296,2982,2579,482,3261,2385,562,7460,6173,1648,6640,5951,1604,4448
0500000US05017,"Chicot County, Arkansas",800,137,478,168,17,6977,407,880,2789,1383,316,844,358,5690,1202,1090,977,155,1068,955,269,2653,2213,375,2166,1545,403,1219
0500000US05019,"Clark County, Arkansas",4787,76,1180,3241,290,12377,399,843,4048,3164,768,2035,1120,11135,3155,2337,2139,599,2082,1861,460,4488,4026,1178,3470,3109,918,3445
0500000US05021,"Clay County, Arkansas",1020,181,462,314,63,10268,475,896,4573,1898,822,962,642,8897,1604,1793,1680,371,1547,1365,306,3789,3363,627,3139,2489,300,1667
0500000US05023,"Cleburne County, Arkansas",1608,328,835,444,1,18703,689,1505,7377,4078,1637,2334,1083,16509,3417,2366,2036,299,2751,2385,369,6757,6075,1361,6829,6013,1388,3418
0500000US05025,"Cleveland County, Arkansas",545,34,237,274,0,5373,53,396,2405,1286,360,587,286,4924,873,797,768,128,954,839,210,2055,1922,381,1567,1395,154,873
0500000US05027,"Columbia County, Arkansas",3599,108,965,2094,432,14086,469,1156,5718,2868,1004,1905,966,12461,2871,2899,2469,613,2222,2130,528,5066,4525,1097,3899,3337,633,3303
0500000US05029,"Conway County, Arkansas",1573,97,887,483,106,14577,427,1012,6335,2773,1382,1799,849,13138,2648,2424,2264,197,2289,2115,467,5772,5131,1345,4092,3628,639,2754
0500000US05031,"Craighead County, Arkansas",12017,939,3408,5982,1688,71712,2958,4031,23207,15613,5991,11967,7945,64723,19912,16579,15564,4719,14948,13426,4562,24794,22322,6873,15391,13411,3758,21600
0500000US05033,"Crawford County, Arkansas",4733,883,2059,1447,344,41383,1624,3908,15022,9097,3744,5652,2336,35851,7988,7649,6923,1747,7631,7059,1275,15480,12666,2785,10623,9203,2181,8332
0500000US05035,"Crittenden County, Arkansas",4183,498,1953,1479,253,30433,1368,3109,11493,6831,2399,3666,1567,25956,5233,6140,5575,993,5720,5020,1320,11512,9882,1944,7061,5479,976,5486
0500000US05037,"Cross County, Arkansas",1162,119,568,450,25,11460,607,1294,4831,2202,826,1153,547,9559,1700,1933,1776,472,2158,1577,211,4272,3848,582,3097,2358,435,1725
0500000US05039,"Dallas County, Arkansas",459,55,328,45,31,4599,122,383,2225,948,409,378,134,4094,512,714,699,69,725,670,129,1574,1345,228,1586,1380,86,543
0500000US05041,"Desha County, Arkansas",748,78,326,268,76,7503,741,918,3083,1449,334,567,411,5844,978,1179,1034,173,1246,1144,236,2909,2060,324,2169,1606,245,1054
0500000US05043,"Drew County, Arkansas",2371,360,607,1195,209,10968,504,907,4213,2076,709,1721,838,9557,2559,1909,1753,331,1871,1667,640,4111,3563,841,3077,2574,747,2768
0500000US05045,"Faulkner County, Arkansas",18833,1009,4181,10625,3018,78450,2264,2691,23849,17281,6322,15950,10093,73495,26043,17335,16748,5678,16302,15471,6651,27889,26218,9012,16924,15058,4702,29061
0500000US05047,"Franklin County, Arkansas",1232,231,637,256,108,12096,581,983,5061,2516,1363,1080,512,10532,1592,1858,1789,211,2082,1911,465,4662,3850,563,3494,2982,353,1700
0500000US05049,"Fulton County, Arkansas",787,117,474,164,32,8956,375,724,3657,2098,694,839,569,7857,1408,1119,1075,188,1250,1019,138,3413,3086,667,3174,2677,415,1440
0500000US05051,"Garland County, Arkansas",7134,829,3423,2372,510,72924,1884,4756,22533,17288,7323,12092,7048,66284,19140,10894,10044,2516,11581,10666,2912,26145,23520,6946,24304,22054,6766,19650
0500000US05053,"Grant County, Arkansas",1520,132,951,307,130,12723,340,791,5314,2741,874,2010,653,11592,2663,2302,2145,654,2229,2020,543,4905,4495,922,3287,2932,544,2793
0500000US05055,"Greene County, Arkansas",3791,649,1673,1079,390,31233,1111,2825,13303,6401,2443,3244,1906,27297,5150,6355,5542,962,5910,5257,1400,11503,10301,1907,7465,6197,881,5540
0500000US05057,"Hempstead County, Arkansas",1497,130,551,670,146,13230,1001,1191,5225,2902,980,1200,731,11038,1931,2182,1933,534,2202,1961,336,5154,4105,551,3692,3039,510,2077
0500000US05059,"Hot Spring County, Arkansas",2651,493,992,976,190,23992,524,2020,9841,5846,1974,2407,1380,21448,3787,4314,3975,371,4176,3840,780,8961,7927,1362,6541,5706,1274,3977
0500000US05061,"Howard County, Arkansas",999,137,556,258,48,8412,329,564,3679,1689,748,984,419,7519,1403,1143,1068,286,2035,1803,348,2904,2551,384,2330,2097,385,1451
0500000US05063,"Independence County, Arkansas",3541,495,961,1963,122,25363,999,2173,9995,5559,2358,2827,1452,22191,4279,4345,4111,662,4710,4276,1193,9636,8116,1202,6672,5688,1222,4401
0500000US05065,"Izard County, Arkansas",893,162,422,259,50,10513,502,1099,3747,2330,868,1350,617,8912,1967,1615,1422,349,1576,1358,298,3849,3194,687,3473,2938,633,2017
0500000US05067,"Jackson County, Arkansas",1518,350,886,226,56,11972,568,1375,5141,2357,944,1033,554,10029,1587,2339,2062,333,2470,2143,517,4162,3490,449,3001,2334,288,1643
0500000US05069,"Jefferson County, Arkansas",6609,743,2974,2543,349,44949,1582,3557,18473,9533,2526,6459,2819,39810,9278,8398,7599,1542,8031,7189,1369,16585,14898,3556,11935,10124,2811,9627
0500000US05071,"Johnson County, Arkansas",2263,343,841,929,150,17320,1126,1662,7134,3256,1011,2214,917,14532,3131,3117,2593,405,3042,2484,606,6804,5824,1432,4357,3631,688,3281
0500000US05073,"Lafayette County, Arkansas",568,154,157,188,69,4495,379,447,2117,827,311,301,113,3669,414,355,325,8,849,781,140,1715,1398,132,1576,1165,134,483
0500000US05075,"Lawrence County, Arkansas",1670,102,785,682,101,10928,628,1297,4016,2593,860,1040,494,9003,1534,1876,1824,309,1834,1622,233,4139,3394,617,3079,2163,375,1635
0500000US05077,"Lee County, Arkansas",826,115,561,150,0,6045,328,725,2885,1257,435,326,89,4992,415,1010,825,47,1162,1071,46,2170,1869,178,1703,1227,144,415
0500000US05079,"Lincoln County, Arkansas",1097,340,484,161,112,9801,575,1066,4719,1895,480,687,379,8160,1066,2235,1813,232,2158,1849,251,3466,2961,328,1942,1537,255,1178
0500000US05081,"Little River County, Arkansas",841,58,372,373,38,8457,187,573,3682,1918,622,1028,447,7697,1475,1403,1283,350,1498,1432,185,3022,2783,612,2534,2199,328,1513
0500000US05083,"Logan County, Arkansas",1487,319,447,672,49,15210,483,1146,6652,3310,1254,1635,730,13581,2365,2415,2297,416,2509,2242,411,6001,5418,977,4285,3624,561,2414
0500000US05085,"Lonoke County, Arkansas",5796,738,2552,2132,374,50271,1626,3295,18610,11075,5111,7099,3455,45350,10554,10410,9628,2399,10521,9839,2562,18586,16649,4069,10754,9234,1524,10928
0500000US05087,"Madison County, Arkansas",1086,149,698,218,21,11964,644,1058,6186,2053,487,1036,500,10262,1536,2150,1896,166,1875,1550,369,4646,4117,547,3293,2699,454,1557
0500000US05089,"Marion County, Arkansas",885,173,326,321,65,13019,673,1109,4706,3427,1094,1180,830,11237,2010,1575,1437,157,1663,1542,357,4812,3806,587,4969,4452,909,2075
0500000US05091,"Miller County, Arkansas",3654,382,2055,968,249,28871,1192,2585,11672,6672,2117,2704,1929,25094,4633,5357,4593,813,5577,4747,879,10782,9385,1381,7155,6369,1560,4882
0500000US05093,"Mississippi County, Arkansas",3429,352,1941,979,157,25927,1315,2416,11010,5436,2074,2442,1234,22196,3676,5204,4878,575,4891,4163,689,9783,8554,1493,6049,4601,919,3833
0500000US05095,"Monroe County, Arkansas",405,96,112,189,8,4732,363,421,1924,962,322,570,170,3948,740,685,645,153,687,625,33,1806,1544,223,1554,1134,331,748
0500000US05097,"Montgomery County, Arkansas",507,89,141,257,20,6506,351,457,2404,1645,553,824,272,5698,1096,907,766,64,782,683,120,2503,2101,410,2314,2148,502,1116
0500000US05099,"Nevada County, Arkansas",781,22,514,239,6,5604,232,322,2734,1213,449,508,146,5050,654,589,562,69,1113,1096,102,2162,1899,239,1740,1493,244,660
0500000US05101,"Newton County, Arkansas",581,68,208,288,17,5227,194,567,2011,1290,420,487,258,4466,745,559,494,80,733,654,126,1995,1680,277,1940,1638,262,762
0500000US05103,"Ouachita County, Arkansas",1688,223,924,447,94,15661,315,1427,6619,3698,1238,1460,904,13919,2364,2334,2198,416,2654,2415,436,5956,5314,836,4717,3992,676,2458
0500000US05105,"Perry County, Arkansas",635,184,271,162,18,7238,229,372,3200,1729,468,882,358,6637,1240,1064,972,129,1285,1241,322,2822,2553,483,2067,1871,306,1258
0500000US05107,"Phillips County, Arkansas",1221,246,458,452,65,10432,705,1106,3505,2291,1309,1007,509,8621,1516,1568,1381,256,1799,1565,342,3861,3359,541,3204,2316,377,1581
0500000US05109,"Pike County, Arkansas",822,25,390,314,93,7091,542,372,2614,1708,468,965,422,6177,1387,1098,1030,282,1226,1083,399,2679,2355,412,2088,1709,294,1480
0500000US05111,"Poinsett County, Arkansas",1801,332,656,635,178,15455,1118,1611,7105,3033,745,1309,534,12726,1843,2805,2481,524,2551,2190,433,5925,4901,577,4174,3154,309,2021
0500000US05113,"Polk County, Arkansas",1442,447,586,395,14,13545,534,1175,4853,3758,895,1604,726,11836,2330,1947,1894,320,2049,1726,290,5190,4484,1011,4359,3732,709,2344
0500000US05115,"Pope County, Arkansas",7533,568,1718,4730,517,41500,2156,3663,14526,8025,2906,6708,3516,35681,10224,8286,7440,2039,7607,6697,2141,15315,12711,3386,10292,8833,2658,10741
0500000US05117,"Prairie County, Arkansas",581,110,213,177,81,5932,352,483,2605,1069,432,662,329,5097,991,857,804,230,867,746,308,2285,1955,247,1923,1592,206,1072
0500000US05119,"Pulaski County, Arkansas",34977,4316,13231,11682,5748,270517,8493,13252,67972,58256,21476,59781,41287,248772,101068,57525,52869,21643,52082,47582,21752,96078,88884,34150,64832,59437,23523,106816
0500000US05121,"Randolph County, Arkansas",1392,184,762,386,60,12777,709,1073,5182,2783,1180,1093,757,10995,1850,2313,2138,233,2183,2004,351,4639,4002,724,3642,2851,542,1910
0500000US05123,"St. Francis County, Arkansas",1746,630,554,431,131,16143,696,1615,7132,3529,1088,1179,904,13832,2083,3320,2897,334,3136,2666,497,5676,5092,664,4011,3177,588,2214
0500000US05125,"Saline County, Arkansas",9228,1368,3656,3579,625,87117,2279,4124,28527,19008,8351,16852,7976,80714,24828,15291,14442,5286,17511,16344,5999,31480,29040,8142,22835,20888,5401,25453
0500000US05127,"Scott County, Arkansas",664,99,348,138,79,6908,373,692,2981,1547,567,603,145,5843,748,1077,941,130,1110,1042,134,2639,2300,284,2082,1560,200,827
0500000US05129,"Searcy County, Arkansas",505,38,289,140,38,5742,551,595,2095,1251,464,565,221,4596,786,725,627,92,776,655,92,2219,1767,412,2022,1547,190,824
0500000US05131,"Sebastian County, Arkansas",11305,1131,5098,4149,927,86433,5458,7352,26146,20026,6376,12795,8280,73623,21075,17226,15506,4955,15874,13029,4325,31826,27305,7193,21507,17783,4602,22002
0500000US05133,"Sevier County, Arkansas",1675,229,579,731,136,9598,1437,1199,3152,2087,674,680,369,6962,1049,1744,1368,116,1961,1260,255,3639,2492,431,2254,1842,247,1185
0500000US05135,"Sharp County, Arkansas",1210,107,722,340,41,12751,497,1370,5172,3244,947,1070,451,10884,1521,1671,1470,180,1796,1508,274,4804,4197,595,4480,3709,472,1562
0500000US05137,"Stone County, Arkansas",834,147,402,236,49,9140,315,964,3413,1933,1109,902,504,7861,1406,1183,1030,156,1217,1173,234,3278,2781,474,3462,2877,542,1455
0500000US05139,"Union County, Arkansas",2964,436,1070,1161,297,26206,725,2431,10506,5561,2025,3278,1680,23050,4958,4513,4187,758,4607,4198,937,9832,8603,1931,7254,6062,1332,5255
0500000US05141,"Van Buren County, Arkansas",1001,122,507,248,124,11888,576,1037,5243,2408,748,1245,631,10275,1876,1354,1213,174,1662,1219,159,4613,4067,604,4259,3776,939,2000
0500000US05143,"Washington County, Arkansas",37548,3235,10286,19757,4270,154416,10761,8907,43708,27047,10543,31300,22150,134748,53450,37228,34271,14770,33661,29243,12651,53027,44972,17246,30500,26262,8783,57720
0500000US05145,"White County, Arkansas",8378,756,2898,4159,565,50957,2093,4660,20693,8684,4736,5722,4369,44204,10091,9577,8290,1900,9109,8399,1994,19454,16796,3691,12817,10719,2506,10656
0500000US05147,"Woodruff County, Arkansas",465,94,239,132,0,4361,217,528,2013,529,381,359,334,3616,693,556,502,56,737,699,134,1567,1364,209,1501,1051,294,693
0500000US05149,"Yell County, Arkansas",1563,222,646,509,186,13759,907,1638,5464,2799,981,1399,571,11214,1970,2407,2146,347,2375,2039,332,5432,4124,658,3545,2905,633,2156
0500000US06001,"Alameda County, California",131012,11620,42661,54039,22692,1189902,75609,56472,188746,181501,75139,341463,270972,1057821,612435,260856,244085,153599,259960,236447,156317,422245,369832,201413,246841,207457,101106,635127
0500000US06003,"Alpine County, California",134,30,54,20,30,1178,20,24,218,291,129,264,232,1134,496,171,166,25,244,243,116,394,372,173,369,353,182,526
0500000US06005,"Amador County, California",2169,507,518,1090,54,32504,778,2158,8604,9638,4031,5027,2268,29568,7295,4522,4038,1071,5219,4457,1137,11600,10572,2534,11163,10501,2553,7349
0500000US06007,"Butte County, California",30289,1824,8541,16260,3664,136246,5042,8137,30325,34779,14745,28185,15033,123067,43218,27410,25623,8458,24723,22531,8309,46059,40151,13454,38054,34762,12997,46882
0500000US06009,"Calaveras County, California",2533,281,1189,954,109,35694,429,1946,11387,10176,3837,5242,2677,33319,7919,4239,3950,780,4921,4468,1188,13314,12532,2576,13220,12369,3375,8028
0500000US06011,"Colusa County, California",1938,239,849,739,111,13970,2545,1200,4138,2719,1339,1579,450,10225,2029,2774,2292,487,2844,2179,479,4997,3168,481,3355,2586,582,2140
0500000US06013,"Contra Costa County, California",92378,9640,32700,36660,13378,810988,43968,40273,143600,153775,65156,221951,142265,726747,364216,142762,130254,59085,162842,144676,81774,311568,276349,139590,193816,175468,83767,377594
0500000US06015,"Del Norte County, California",1712,393,607,703,9,19853,838,2032,5078,5740,2001,2540,1624,16983,4164,3876,3277,752,3562,3045,651,7023,6002,1535,5392,4659,1226,4173
0500000US06017,"El Dorado County, California",12550,1444,4251,5494,1361,141832,2720,4490,29405,34778,15374,36513,18552,134622,55065,19396,18344,6639,23795,22622,10131,54833,51742,22822,43808,41914,15473,56426
0500000US06019,"Fresno County, California",97144,11409,34500,43428,7807,631185,75747,59346,145274,142410,57842,98932,51634,496092,150566,151806,132177,38133,134374,106111,33064,216254,159442,48746,128751,98362,30623,158373
0500000US06021,"Glenn County, California",2496,327,1051,1029,89,18626,2165,1500,5853,4263,1775,2314,756,14961,3070,3840,3364,677,3409,2777,439,6555,5013,1047,4822,3807,907,3159
0500000US06023,"Humboldt County, California",16238,932,5169,8541,1596,93495,2380,5550,21726,24752,9089,19521,10477,85565,29998,17880,16511,5480,17593,16347,5431,31940,28940,9996,26082,23767,9091,31594
0500000US06025,"Imperial County, California",17621,2424,6003,8480,714,110582,15603,15529,28625,24421,8600,12731,5073,79450,17804,26109,22610,4888,22507,17774,4739,37847,26735,5438,24119,12331,2739,18518
0500000US06027,"Inyo County, California",1087,166,458,316,147,13897,356,644,3809,3589,1077,2759,1663,12897,4422,2026,1854,658,2349,2241,1036,4928,4540,1322,4594,4262,1406,4569
0500000US06029,"Kern County, California",89073,12713,36581,34311,5468,558810,71804,55968,154648,128942,43657,68949,34842,431038,103791,137943,119152,24797,120840,93729,24561,194374,138388,34308,105653,79769,20125,109259
0500000US06031,"Kings County, California",15911,2082,7626,5447,756,95545,12776,11841,26837,21712,9080,8991,4308,70928,13299,25463,20915,3557,22664,17314,3140,31197,21422,4301,16221,11277,2301,14055
0500000US06033,"Lake County, California",4376,929,1435,1737,275,48935,2333,3987,14112,13954,5866,5743,2940,42615,8683,7587,6780,1185,7815,6725,1230,17428,14670,2885,16105,14440,3383,8958
0500000US06035,"Lassen County, California",2271,477,996,744,54,23326,1551,3314,7067,5940,2372,2309,773,18461,3082,6100,4285,610,4884,3775,632,7365,5969,1061,4977,4432,779,3136
0500000US06037,"Los Angeles County, California",878901,89911,272923,393539,122528,6911969,800955,535602,1402989,1237841,482838,1574014,877730,5575412,2451744,1562988,1422578,660196,1381842,1153476,553490,2518568,1923605,796225,1448571,1075753,441833,2574272
0500000US06039,"Madera County, California",15044,2438,5619,6074,913,100299,15548,11485,23966,24075,8045,11644,5536,73266,17180,21817,17487,3518,20798,14998,3261,34882,23416,5774,22802,17365,4627,18093
0500000US06041,"Marin County, California",17800,2142,5315,7357,2986,189953,8872,4929,20478,29361,11469,63089,51755,176152,114844,21946,19421,11000,30410,27318,18750,77405,71695,49346,60192,57718,35748,117830
0500000US06043,"Mariposa County, California",794,50,556,115,73,13392,375,901,2839,3814,1330,2582,1551,12116,4133,1794,1680,745,1831,1648,678,4758,4358,1374,5009,4430,1336,4206
0500000US06045,"Mendocino County, California",6376,911,2379,2730,356,65191,4587,4434,17033,16875,6014,9871,6377,56170,16248,9837,8435,1959,11034,9459,2564,22491,18774,4542,21829,19502,7183,16604
0500000US06047,"Merced County, California",30869,3611,10462,14416,2380,171486,29491,18715,49187,35906,12841,17760,7586,123280,25346,41582,35137,6978,36642,27898,5670,60194,38746,7686,33068,21499,5012,27726
0500000US06049,"Modoc County, California",547,70,342,112,23,6438,314,462,1772,1785,624,1031,450,5662,1481,992,887,229,811,669,207,1955,1766,385,2680,2340,660,1504
0500000US06051,"Mono County, California",1100,127,388,563,22,9650,433,575,1699,2822,809,1814,1498,8642,3312,2029,1932,473,1705,1557,832,3752,3052,1090,2164,2101,917,3334
0500000US06053,"Monterey County, California",43359,5555,14452,20033,3319,279274,48630,25839,57630,46823,22480,46167,31705,204805,77872,59382,48188,16392,57670,39305,14487,98990,68149,24914,63232,49163,22079,81191
0500000US06055,"Napa County, California",11210,1012,4362,5001,835,97837,9208,5754,17073,19846,8272,23885,13799,82875,37684,16474,14835,6392,17611,14489,6832,35735,28750,13418,28017,24801,11042,38519
0500000US06057,"Nevada County, California",5711,718,2652,2145,196,79227,1040,2867,16217,19601,8239,19768,11495,75320,31263,9786,9092,3080,12359,11779,5180,27491,26009,11426,29591,28440,11577,31459
0500000US06059,"Orange County, California",284103,22404,91974,128298,41427,2205127,160449,127451,379386,411837,168956,601466,355582,1917227,957048,449399,420341,213851,415076,364846,202602,841655,707924,344659,498997,424116,195936,998475
0500000US06061,"Placer County, California",29724,2465,11149,12105,4005,292101,6127,8698,50097,68398,33497,80818,44466,277276,125284,44360,42443,17984,56601,53683,29067,107904,103177,47474,83236,77973,30759,129289
0500000US06063,"Plumas County, California",969,94,276,523,76,15208,333,582,4313,5109,1759,2031,1081,14293,3112,1907,1616,492,2110,1997,471,5343,5108,824,5848,5572,1325,3188
0500000US06065,"Riverside County, California",228663,21356,95184,94140,17983,1622575,143323,127648,427314,379988,137295,259990,147017,1351604,407007,337670,305923,79318,328098,278905,85785,585761,462598,138921,371046,304178,102983,424990
0500000US06067,"Sacramento County, California",131286,13682,47968,55145,14491,1087094,66036,60420,238395,255908,104509,232818,129008,960638,361826,242583,223897,87174,224221,198831,79103,383823,333549,122015,236467,204361,73534,376317
0500000US06069,"San Benito County, California",5786,538,2490,2332,426,43450,4145,3138,11429,10424,4587,7009,2718,36167,9727,9241,8507,2272,9302,7864,1730,16007,12887,3308,8900,6909,2417,10153
0500000US06071,"San Bernardino County, California",216598,21831,86903,90062,17802,1407239,116351,135625,391633,322920,118432,207111,115167,1155263,322278,332969,299165,82198,294867,243686,73160,510402,400053,109179,269001,212359,57741,340080
0500000US06073,"San Diego County, California",319478,23821,114600,140657,40400,2269135,135208,113995,407232,468294,189330,580152,374924,2019932,955076,525571,495677,231577,463596,418999,220322,786131,679573,314803,493837,425683,188374,995476
0500000US06075,"San Francisco County, California",52355,2799,11409,17477,20670,669238,46453,28518,75776,80595,35545,234704,167647,594267,402351,177781,172564,142576,136619,128550,93706,211233,184233,109874,143605,108920,56195,423021
0500000US06077,"San Joaquin County, California",73641,8919,30814,27653,6255,504845,57517,41278,140117,111194,45829,73689,35221,406050,108910,108872,93376,22502,108715,86239,26146,182777,144062,38614,104481,82373,21648,115165
0500000US06079,"San Luis Obispo County, California",41689,1174,10451,26125,3939,190233,6924,8732,34582,45784,19637,46166,28408,174577,74574,31424,29350,11139,32671,29296,13300,65430,58731,24757,60708,57200,25378,78513
0500000US06081,"San Mateo County, California",53883,5271,16103,19842,12667,543153,32007,20652,80468,83911,37857,158423,129835,490494,288258,107065,100675,64445,108741,99197,66508,198454,178573,102071,128893,112049,55234,300925
0500000US06083,"Santa Barbara County, California",65911,4969,16716,37194,7032,278456,31864,17879,47074,58065,23692,60231,39651,228713,99882,58857,51606,22533,51822,39727,17158,95795,74621,31847,71982,62759,28344,106914
0500000US06085,"Santa Clara County, California",166358,13778,46092,70891,35597,1338186,85465,57374,180768,181363,85630,376766,370820,1195347,747586,303257,288499,199440,275262,250726,173349,485746,425164,255264,273921,230958,119533,783183
0500000US06087,"Santa Cruz County, California",36432,2691,10587,19364,3790,179687,12465,8211,27325,38061,15357,45391,32877,159011,78268,31979,29701,13979,31958,27817,14285,66966,57272,28628,48784,44221,21376,82058
0500000US06089,"Shasta County, California",13163,1430,5346,5700,687,128987,3035,7194,34012,39447,15288,20528,9483,118758,30011,22763,21230,4831,22502,21177,6108,45142,40853,10252,38580,35498,8820,30698
0500000US06091,"Sierra County, California",198,0,172,26,0,2184,69,119,740,620,103,325,208,1996,533,84,33,0,290,217,55,868,816,306,942,930,172,533
0500000US06093,"Siskiyou County, California",2824,275,1119,1364,66,32183,1084,1789,8373,9335,4173,5070,2359,29310,7429,4245,3846,584,4859,4362,1078,11176,10221,2453,11903,10881,3314,7495
0500000US06095,"Solano County, California",37430,4013,14604,16317,2496,313970,17092,17696,76361,80914,32843,60797,28267,279182,89064,63761,57724,16749,61153,53834,17508,112769,99481,31949,76287,68143,22858,91560
